epoch,acc,loss,lr,val_acc,val_loss
0,0.912666664813,0.634116766489,0.001,0.951799996948,0.397874059653
1,0.952883329797,0.36611932593,0.001,0.965799996471,0.294027024984
2,0.960816662836,0.300216287106,0.001,0.974799997568,0.240618843818
