epoch,acc,loss,lr,val_acc,val_loss
0,0.490858538928,1.78689681305,0.001,0.632600001073,1.33786866188
1,0.615275332813,1.36145659971,0.001,0.649600001621,1.24031070118
2,0.658456059562,1.22552184359,0.001,0.677700001335,1.17178579059
